date,ticker,z
2024-02-01,T3070,-1.2082980633767364
2024-02-01,T4566,0.9634930174680658
2024-02-02,T2966,-0.277321499698281
2024-02-05,T0278,0.10207491624738367
2024-02-05,T0479,0.09427929361427935
2024-02-05,T0671,0.8170366862591912
2024-02-05,T0786,0.033594633326849505
2024-02-05,T0834,-0.9945592463314714
2024-02-05,T0960,-0.7035239816671137
2024-02-05,T1196,-0.44500348253773475
2024-02-05,T1342,-0.34995827823602044
2024-02-05,T1477,0.9075070629706259
2024-02-05,T1561,0.45305156626192244
2024-02-05,T1579,-0.5676847280756565
2024-02-05,T1788,-0.18059969476112828
2024-02-05,T2157,-1.2033368435859422
2024-02-05,T2178,-0.7026217584139672
2024-02-05,T2186,-0.48575316969594473
2024-02-05,T2385,1.0565015853081723
2024-02-05,T2565,-0.030317272493902887
2024-02-05,T2575,-0.6897753922632557
2024-02-05,T3048,1.5528584983416687
2024-02-05,T3202,-0.8240121847967264
2024-02-05,T3276,-0.9046192503999592
2024-02-05,T3524,0.8835614394513814
2024-02-05,T3615,-1.2041772697679547
2024-02-05,T3824,0.470689431557678
2024-02-05,T3897,-0.1783255324930953
2024-02-05,T3983,0.06060122354507001
2024-02-05,T3986,0.5748397511979125
2024-02-05,T4122,0.3375768339526935
2024-02-05,T4188,1.781558465370299
2024-02-05,T4656,-0.3375026057459773
2024-02-05,T4758,0.9163299697533054
2024-02-05,T4810,2.0552243969934945
2024-02-05,T4813,0.47756112673855733
2024-02-05,T4876,-0.21671508541363507
2024-02-05,T4928,-0.07421104245458884
2024-02-06,T0109,-0.9941062330421927
2024-02-06,T0146,-1.7339835294173527
2024-02-06,T0169,0.9808534491374752
2024-02-06,T0303,1.569866436259967
2024-02-06,T0330,-2.620670959681053
2024-02-06,T0401,-0.5554447928650015
2024-02-06,T0422,-1.0931075606001215
2024-02-06,T0927,-2.080187972641872
2024-02-06,T1020,0.10280638445942597
2024-02-06,T1026,1.3047743340434088
2024-02-06,T1056,-0.25579127846400995
2024-02-06,T1176,1.8063571593725565
2024-02-06,T1248,0.18152549674664747
2024-02-06,T1466,0.3845668539420678
2024-02-06,T1541,0.6644002490290501
2024-02-06,T1671,-0.04415809479126799
2024-02-06,T1723,-0.1674626849310439
2024-02-06,T2045,-0.8712093633106183
2024-02-06,T2050,0.9422684386745112
2024-02-06,T2084,2.5428964457436356
2024-02-06,T2515,-1.1424176172590783
2024-02-06,T2849,0.9087421812137488
2024-02-06,T2967,-1.4553110775298008
2024-02-06,T3062,0.20982422774625137
2024-02-06,T3121,0.5617666962557847
2024-02-06,T3225,0.33545946385524644
2024-02-06,T3332,0.26143303222526776
2024-02-06,T3557,1.0938655734135374
2024-02-06,T3561,-0.21227781132358908
2024-02-06,T3985,0.6995759177359978
2024-02-06,T4014,-1.1372384188460032
2024-02-06,T4142,-0.28875166402172675
2024-02-06,T4296,-0.7672272662745017
2024-02-06,T4341,-0.3354075793430189
2024-02-06,T4359,0.6867819485599539
2024-02-06,T4624,0.47466373131286865
2024-02-06,T4724,1.7313627237622977
2024-02-06,T4794,0.3727406845246992
2024-02-06,T4827,0.029065359216595567
2024-02-06,T4895,2.1895891528276152
2024-02-06,T4992,-0.12087120637728885
2024-02-07,T0007,-1.4187504585914028
2024-02-07,T0019,-0.8931202736292231
2024-02-07,T0074,-0.5258053873129568
2024-02-07,T0219,-0.8074354014696146
2024-02-07,T0239,0.4233419486085754
2024-02-07,T0242,1.9571745336396382
2024-02-07,T0299,-0.10648788318054717
2024-02-07,T0321,1.177544724769586
2024-02-07,T0403,-0.2571930446064312
2024-02-07,T0410,-0.9371170452387332
2024-02-07,T0438,-0.2929546157635447
2024-02-07,T0520,-0.6960201616009518
2024-02-07,T0523,-1.5538930044475427
2024-02-07,T0543,-1.5241469070460152
2024-02-07,T0592,-3.031193832490089
2024-02-07,T0629,-0.20758434514303986
2024-02-07,T0643,0.22505788525793918
2024-02-07,T0681,-1.553647043369941
2024-02-07,T0763,-0.44382347969133185
2024-02-07,T0816,-0.1964917000792602
2024-02-07,T0824,0.12395793250589623
2024-02-07,T1043,-0.05903983159068665
2024-02-07,T1062,0.11620171909580941
2024-02-07,T1070,0.30985994436768094
2024-02-07,T1115,-0.5175334889131944
2024-02-07,T1203,-0.6483411841439948
2024-02-07,T1235,0.6943448944071322
2024-02-07,T1405,0.17352802613449572
2024-02-07,T1595,-0.287736460733591
2024-02-07,T1607,-0.3096849162762836
2024-02-07,T1638,0.6256003295579746
2024-02-07,T1729,-1.032549035304391
2024-02-07,T1826,-1.2876938138654106
2024-02-07,T1830,-0.7773543746409647
2024-02-07,T1843,2.165082217434605
2024-02-07,T1905,-1.5951157223675254
2024-02-07,T1919,0.9618628306510899
2024-02-07,T1946,-0.5076516717423349
2024-02-07,T1958,-0.7597462710585984
2024-02-07,T1987,-1.4755467765456884
2024-02-07,T2014,0.25321909055315567
2024-02-07,T2042,-1.6529768939512521
2024-02-07,T2051,-1.3097832656785362
2024-02-07,T2091,0.348985033294006
2024-02-07,T2094,0.6616997370488624
2024-02-07,T2119,0.3596816940793624
2024-02-07,T2163,1.2893437409279578
2024-02-07,T2236,0.2934996407169068
2024-02-07,T2245,-1.5842666858065393
2024-02-07,T2259,1.0657776961518615
2024-02-07,T2263,-0.9100940390980373
2024-02-07,T2285,-0.9789094466560552
2024-02-07,T2287,0.20335983595301022
2024-02-07,T2304,-0.7241595688231592
2024-02-07,T2371,-2.669680366664121
2024-02-07,T2430,-0.7485147213918408
2024-02-07,T2443,0.11424936788569923
2024-02-07,T2477,-0.8746075882550929
